轮次,方案标签,A_LO,A_HI,B_HI,B_MULT,C_MULT,与仓库基准买入一致,成交笔数,收益合计_pct,固定份额0p5_合计_pct,单笔均值_pct,夏普_笔收益,胜率_pct,波动率_笔收益标准差_pct,最大回撤_链式净值_pct,盈亏比_均盈除以均亏绝对值,盈亏比_总盈利除以总亏损绝对值,份额合计,加权收益合计_pts,加权收益率合计_pct,加权笔均_pct,加权胜率_pct,夏普_笔收益_加权,波动率_笔收益标准差_pct_加权,最大回撤_链式净值_pct_加权,盈亏比_均盈除以均亏绝对值_加权,盈亏比_总盈利除以总亏损绝对值_加权
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=8.0%·B×=0.98·C×=0.97,-0.04,0.02,0.08,0.98,0.97,False,152,329.3936,164.6968,2.1671,0.3036,55.9211,7.1384,27.6391,1.5838,2.1035,52.95,131.5461,263.0922,2.4843,57.3182,0.3514,2.6518,13.2902,1.8064,2.3991
买1+2,买扫|A_LO=-6.0%·A_HI=3.0%·B_HI=6.0%·B×=0.98·C×=0.95,-0.06,0.03,0.06,0.98,0.95,False,149,327.3269,163.6634,2.1968,0.3109,58.3893,7.0654,27.2277,1.467,2.1632,53.35,135.8382,271.6764,2.5462,59.5127,0.3611,2.7109,12.5029,1.6775,2.4736
买1+2,买扫|A_LO=-5.0%·A_HI=3.0%·B_HI=6.0%·B×=0.98·C×=0.95,-0.05,0.03,0.06,0.98,0.95,False,149,327.3269,163.6634,2.1968,0.3109,58.3893,7.0654,27.2277,1.467,2.1632,53.35,135.8382,271.6764,2.5462,59.5127,0.3611,2.7109,12.5029,1.6775,2.4736
买1+2,买扫|A_LO=-4.0%·A_HI=3.0%·B_HI=6.0%·B×=0.98·C×=0.95,-0.04,0.03,0.06,0.98,0.95,False,149,327.3269,163.6634,2.1968,0.3109,58.3893,7.0654,27.2277,1.467,2.1632,53.35,135.8382,271.6764,2.5462,59.5127,0.3611,2.7109,12.5029,1.6775,2.4736
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=6.0%·B×=0.96·C×=0.97,-0.06,0.02,0.06,0.96,0.97,False,137,327.2947,163.6473,2.389,0.332,58.3942,7.1967,24.2886,1.5366,2.2765,48.1,132.3648,264.7296,2.7519,59.8753,0.3867,2.7041,11.1009,1.7836,2.6424
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=6.0%·B×=0.96·C×=0.97,-0.05,0.02,0.06,0.96,0.97,False,137,327.2947,163.6473,2.389,0.332,58.3942,7.1967,24.2886,1.5366,2.2765,48.1,132.3648,264.7296,2.7519,59.8753,0.3867,2.7041,11.1009,1.7836,2.6424
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=6.0%·B×=0.96·C×=0.97,-0.04,0.02,0.06,0.96,0.97,False,137,327.2947,163.6473,2.389,0.332,58.3942,7.1967,24.2886,1.5366,2.2765,48.1,132.3648,264.7296,2.7519,59.8753,0.3867,2.7041,11.1009,1.7836,2.6424
买1+2,买扫|A_LO=-6.0%·A_HI=3.0%·B_HI=6.0%·B×=0.97·C×=0.95,-0.06,0.03,0.06,0.97,0.95,False,144,325.9942,162.9971,2.2638,0.3203,59.0278,7.0689,24.5131,1.4667,2.2263,51.8,136.3587,272.7173,2.6324,60.3282,0.3737,2.7225,11.3085,1.6911,2.5669
买1+2,买扫|A_LO=-5.0%·A_HI=3.0%·B_HI=6.0%·B×=0.97·C×=0.95,-0.05,0.03,0.06,0.97,0.95,False,144,325.9942,162.9971,2.2638,0.3203,59.0278,7.0689,24.5131,1.4667,2.2263,51.8,136.3587,272.7173,2.6324,60.3282,0.3737,2.7225,11.3085,1.6911,2.5669
买1+2,买扫|A_LO=-4.0%·A_HI=3.0%·B_HI=6.0%·B×=0.97·C×=0.95,-0.04,0.03,0.06,0.97,0.95,False,144,325.9942,162.9971,2.2638,0.3203,59.0278,7.0689,24.5131,1.4667,2.2263,51.8,136.3587,272.7173,2.6324,60.3282,0.3737,2.7225,11.3085,1.6911,2.5669
买1+2,买扫|A_LO=-6.0%·A_HI=3.0%·B_HI=8.0%·B×=0.98·C×=0.96,-0.06,0.03,0.08,0.98,0.96,False,156,325.7094,162.8547,2.0879,0.291,55.7692,7.1747,26.8471,1.5544,2.049,54.95,134.9045,269.8091,2.455,57.5978,0.3446,2.6908,9.6287,1.793,2.3635
买1+2,买扫|A_LO=-5.0%·A_HI=3.0%·B_HI=8.0%·B×=0.98·C×=0.96,-0.05,0.03,0.08,0.98,0.96,False,156,325.7094,162.8547,2.0879,0.291,55.7692,7.1747,26.8471,1.5544,2.049,54.95,134.9045,269.8091,2.455,57.5978,0.3446,2.6908,9.6287,1.793,2.3635
买1+2,买扫|A_LO=-4.0%·A_HI=3.0%·B_HI=8.0%·B×=0.98·C×=0.96,-0.04,0.03,0.08,0.98,0.96,False,156,325.7094,162.8547,2.0879,0.291,55.7692,7.1747,26.8471,1.5544,2.049,54.95,134.9045,269.8091,2.455,57.5978,0.3446,2.6908,9.6287,1.793,2.3635
买1+2,买扫|A_LO=-6.0%·A_HI=3.0%·B_HI=8.0%·B×=0.97·C×=0.95,-0.06,0.03,0.08,0.97,0.95,False,148,325.0362,162.5181,2.1962,0.3094,57.4324,7.0984,24.5131,1.5323,2.1707,52.8,136.1192,272.2383,2.578,59.1856,0.3648,2.7088,10.9661,1.7738,2.5128
买1+2,买扫|A_LO=-5.0%·A_HI=3.0%·B_HI=8.0%·B×=0.97·C×=0.95,-0.05,0.03,0.08,0.97,0.95,False,148,325.0362,162.5181,2.1962,0.3094,57.4324,7.0984,24.5131,1.5323,2.1707,52.8,136.1192,272.2383,2.578,59.1856,0.3648,2.7088,10.9661,1.7738,2.5128
买1+2,买扫|A_LO=-4.0%·A_HI=3.0%·B_HI=8.0%·B×=0.97·C×=0.95,-0.04,0.03,0.08,0.97,0.95,False,148,325.0362,162.5181,2.1962,0.3094,57.4324,7.0984,24.5131,1.5323,2.1707,52.8,136.1192,272.2383,2.578,59.1856,0.3648,2.7088,10.9661,1.7738,2.5128
买1+2,买扫|A_LO=-6.0%·A_HI=3.0%·B_HI=7.0%·B×=0.98·C×=0.95,-0.06,0.03,0.07,0.98,0.95,False,153,324.4031,162.2015,2.1203,0.2988,56.2092,7.095,24.0947,1.5582,2.0939,54.35,135.1072,270.2145,2.4859,57.9577,0.3513,2.6983,9.6287,1.7919,2.4079
买1+2,买扫|A_LO=-5.0%·A_HI=3.0%·B_HI=7.0%·B×=0.98·C×=0.95,-0.05,0.03,0.07,0.98,0.95,False,153,324.4031,162.2015,2.1203,0.2988,56.2092,7.095,24.0947,1.5582,2.0939,54.35,135.1072,270.2145,2.4859,57.9577,0.3513,2.6983,9.6287,1.7919,2.4079
买1+2,买扫|A_LO=-4.0%·A_HI=3.0%·B_HI=7.0%·B×=0.98·C×=0.95,-0.04,0.03,0.07,0.98,0.95,False,153,324.4031,162.2015,2.1203,0.2988,56.2092,7.095,24.0947,1.5582,2.0939,54.35,135.1072,270.2145,2.4859,57.9577,0.3513,2.6983,9.6287,1.7919,2.4079
买1+2,买扫|A_LO=-6.0%·A_HI=3.0%·B_HI=6.0%·B×=0.96·C×=0.96,-0.06,0.03,0.06,0.96,0.96,False,143,321.9227,160.9614,2.2512,0.3148,59.4406,7.152,23.3204,1.4256,2.2031,51.1,135.7052,271.4104,2.6557,60.9589,0.3738,2.7325,9.9884,1.6663,2.5752
买1+2,买扫|A_LO=-6.0%·A_HI=3.0%·B_HI=7.0%·B×=0.96·C×=0.96,-0.06,0.03,0.07,0.96,0.96,False,143,321.9227,160.9614,2.2512,0.3148,59.4406,7.152,23.3204,1.4256,2.2031,51.1,135.7052,271.4104,2.6557,60.9589,0.3738,2.7325,9.9884,1.6663,2.5752
买1+2,买扫|A_LO=-6.0%·A_HI=3.0%·B_HI=8.0%·B×=0.96·C×=0.96,-0.06,0.03,0.08,0.96,0.96,False,143,321.9227,160.9614,2.2512,0.3148,59.4406,7.152,23.3204,1.4256,2.2031,51.1,135.7052,271.4104,2.6557,60.9589,0.3738,2.7325,9.9884,1.6663,2.5752
买1+2,买扫|A_LO=-5.0%·A_HI=3.0%·B_HI=6.0%·B×=0.96·C×=0.96,-0.05,0.03,0.06,0.96,0.96,False,143,321.9227,160.9614,2.2512,0.3148,59.4406,7.152,23.3204,1.4256,2.2031,51.1,135.7052,271.4104,2.6557,60.9589,0.3738,2.7325,9.9884,1.6663,2.5752
买1+2,买扫|A_LO=-5.0%·A_HI=3.0%·B_HI=7.0%·B×=0.96·C×=0.96,-0.05,0.03,0.07,0.96,0.96,False,143,321.9227,160.9614,2.2512,0.3148,59.4406,7.152,23.3204,1.4256,2.2031,51.1,135.7052,271.4104,2.6557,60.9589,0.3738,2.7325,9.9884,1.6663,2.5752
买1+2,买扫|A_LO=-5.0%·A_HI=3.0%·B_HI=8.0%·B×=0.96·C×=0.96,-0.05,0.03,0.08,0.96,0.96,False,143,321.9227,160.9614,2.2512,0.3148,59.4406,7.152,23.3204,1.4256,2.2031,51.1,135.7052,271.4104,2.6557,60.9589,0.3738,2.7325,9.9884,1.6663,2.5752
买1+2,买扫|A_LO=-4.0%·A_HI=3.0%·B_HI=6.0%·B×=0.96·C×=0.96,-0.04,0.03,0.06,0.96,0.96,False,143,321.9227,160.9614,2.2512,0.3148,59.4406,7.152,23.3204,1.4256,2.2031,51.1,135.7052,271.4104,2.6557,60.9589,0.3738,2.7325,9.9884,1.6663,2.5752
买1+2,买扫|A_LO=-4.0%·A_HI=3.0%·B_HI=7.0%·B×=0.96·C×=0.96,-0.04,0.03,0.07,0.96,0.96,False,143,321.9227,160.9614,2.2512,0.3148,59.4406,7.152,23.3204,1.4256,2.2031,51.1,135.7052,271.4104,2.6557,60.9589,0.3738,2.7325,9.9884,1.6663,2.5752
买1+2,买扫|A_LO=-4.0%·A_HI=3.0%·B_HI=8.0%·B×=0.96·C×=0.96,-0.04,0.03,0.08,0.96,0.96,False,143,321.9227,160.9614,2.2512,0.3148,59.4406,7.152,23.3204,1.4256,2.2031,51.1,135.7052,271.4104,2.6557,60.9589,0.3738,2.7325,9.9884,1.6663,2.5752
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=8.0%·B×=0.96·C×=0.97,-0.06,0.02,0.08,0.96,0.97,False,134,321.5682,160.7841,2.3998,0.3352,59.7015,7.159,29.5981,1.4669,2.301,47.35,130.9332,261.8664,2.7652,60.8237,0.3901,2.7139,13.0961,1.7037,2.6725
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=8.0%·B×=0.96·C×=0.97,-0.05,0.02,0.08,0.96,0.97,False,134,321.5682,160.7841,2.3998,0.3352,59.7015,7.159,29.5981,1.4669,2.301,47.35,130.9332,261.8664,2.7652,60.8237,0.3901,2.7139,13.0961,1.7037,2.6725
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=8.0%·B×=0.96·C×=0.97,-0.04,0.02,0.08,0.96,0.97,False,134,321.5682,160.7841,2.3998,0.3352,59.7015,7.159,29.5981,1.4669,2.301,47.35,130.9332,261.8664,2.7652,60.8237,0.3901,2.7139,13.0961,1.7037,2.6725
