策略,样本,胜率,盈亏比,单笔平均收益,总收益_线性,净值_顺序复利,未成交数
扩展网格_止损-6|止盈9|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.526882,1.171962,0.007362,0.684659,1.558541,0
扩展网格_止损-4|止盈9|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.516129,1.218176,0.007358,0.684289,1.558993,0
扩展网格_止损-4|止盈9|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.516129,1.218176,0.007358,0.684289,1.558993,0
扩展网格_止损-3|止盈8|强势阈值0.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.365591,2.203825,0.007354,0.683880,1.487159,0
扩展网格_止损-6|止盈12|强势阈值1.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.408602,1.855087,0.007352,0.683737,1.446104,0
扩展网格_止损-4|止盈10|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.516129,1.217914,0.007351,0.683648,1.561434,0
扩展网格_止损-4|止盈10|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.516129,1.217914,0.007351,0.683648,1.561434,0
扩展网格_止损-4|止盈10|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.516129,1.217914,0.007351,0.683648,1.561434,0
扩展网格_止损-4|止盈10|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.516129,1.217914,0.007351,0.683648,1.561434,0
扩展网格_止损-3|止盈12|强势阈值2.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.451613,1.581723,0.007351,0.683646,1.506898,0
扩展网格_止损-3|止盈12|强势阈值2.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.451613,1.581723,0.007351,0.683646,1.506898,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-2(可成交),93,0.526882,1.156490,0.007347,0.683301,1.475073,0
扩展网格_止损-3|止盈8|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.494624,1.327782,0.007345,0.683041,1.561152,0
网格_止损-6|强势0|兑现8(可成交),93,0.451613,1.568079,0.007342,0.682762,1.552871,0
扩展网格_止损-6|止盈8|强势阈值0.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.451613,1.568079,0.007342,0.682762,1.552871,0
扩展网格_止损-6|止盈8|强势阈值0.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.451613,1.568079,0.007342,0.682762,1.552871,0
扩展网格_止损-6|止盈8|强势阈值0.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.451613,1.568079,0.007342,0.682762,1.552871,0
扩展网格_止损-6|止盈8|强势阈值0.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.451613,1.568079,0.007342,0.682762,1.552871,0
扩展网格_止损-4|止盈6|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.494624,1.321172,0.007339,0.682516,1.554180,0
扩展网格_止损-3|止盈9|强势阈值0.5|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.376344,2.116154,0.007335,0.682190,1.491473,0
扩展网格_止损-3|止盈8|强势阈值0.5|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.365591,2.206535,0.007332,0.681907,1.483102,0
扩展网格_止损-5|止盈10|强势阈值2.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.473118,1.460096,0.007332,0.681865,1.542316,0
扩展网格_止损-5|止盈8|强势阈值2.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.494624,1.346417,0.007330,0.681670,1.576357,0
扩展网格_止损-5|止盈8|强势阈值2.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.494624,1.346417,0.007330,0.681670,1.576357,0
扩展网格_止损-5|止盈8|强势阈值2.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.494624,1.346417,0.007330,0.681670,1.576357,0
扩展网格_止损-5|止盈8|强势阈值2.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.494624,1.346417,0.007330,0.681670,1.576357,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.516129,1.219661,0.007329,0.681610,1.561746,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.516129,1.219661,0.007329,0.681610,1.561746,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.516129,1.219661,0.007329,0.681610,1.561746,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.516129,1.219661,0.007329,0.681610,1.561746,0
扩展网格_止损-5|止盈9|强势阈值0.0|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.387097,2.006303,0.007329,0.681606,1.478501,0
扩展网格_止损-4|止盈6|强势阈值0.5|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.494624,1.319396,0.007329,0.681595,1.549935,0
扩展网格_止损-4|止盈6|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.494624,1.319396,0.007329,0.681595,1.549935,0
扩展网格_止损-6|止盈9|强势阈值0.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.451613,1.567473,0.007329,0.681592,1.551173,0
扩展网格_止损-6|止盈9|强势阈值0.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.451613,1.567473,0.007329,0.681592,1.551173,0
扩展网格_止损-6|止盈9|强势阈值0.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.451613,1.567473,0.007329,0.681592,1.551173,0
扩展网格_止损-6|止盈9|强势阈值0.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.451613,1.567473,0.007329,0.681592,1.551173,0
扩展网格_止损-3|止盈9|强势阈值0.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.387097,2.026263,0.007326,0.681286,1.498936,0
扩展网格_止损-3|止盈9|强势阈值0.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.387097,2.026263,0.007326,0.681286,1.498936,0
扩展网格_止损-3|止盈8|强势阈值0.5|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.440860,1.647804,0.007326,0.681282,1.563769,0
扩展网格_止损-3|止盈8|强势阈值0.5|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.440860,1.647804,0.007326,0.681282,1.563769,0
扩展网格_止损-3|止盈8|强势阈值0.5|强势参考d0|最多D2|转弱阈值1(可成交),93,0.440860,1.647804,0.007326,0.681282,1.563769,0
扩展网格_止损-3|止盈8|强势阈值0.5|强势参考d0|最多D2|转弱阈值0(可成交),93,0.440860,1.647804,0.007326,0.681282,1.563769,0
扩展网格_止损-3|止盈7|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.483871,1.384487,0.007321,0.680849,1.555935,0
扩展网格_止损-3|止盈7|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.483871,1.384487,0.007321,0.680849,1.555935,0
扩展网格_止损-3|止盈9|强势阈值0.0|强势参考d0|最多D3|转弱阈值-1(可成交),93,0.387097,2.017927,0.007320,0.680714,1.488692,0
扩展网格_止损-5|止盈9|强势阈值2.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.494624,1.345860,0.007317,0.680499,1.574634,0
扩展网格_止损-5|止盈9|强势阈值2.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.494624,1.345860,0.007317,0.680499,1.574634,0
扩展网格_止损-5|止盈9|强势阈值2.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.494624,1.345860,0.007317,0.680499,1.574634,0
扩展网格_止损-5|止盈9|强势阈值2.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.494624,1.345860,0.007317,0.680499,1.574634,0
扩展网格_止损-4|止盈12|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.494624,1.321584,0.007317,0.680463,1.500389,0
扩展网格_止损-3|止盈9|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.505376,1.277226,0.007317,0.680450,1.565818,0
扩展网格_止损-3|止盈9|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.505376,1.277226,0.007317,0.680450,1.565818,0
扩展网格_止损-4|止盈8|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.516129,1.219053,0.007313,0.680140,1.556480,0
扩展网格_止损-4|止盈8|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.516129,1.219053,0.007313,0.680140,1.556480,0
扩展网格_止损-3|止盈9|强势阈值0.5|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.440860,1.647152,0.007313,0.680111,1.562059,0
扩展网格_止损-3|止盈9|强势阈值0.5|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.440860,1.647152,0.007313,0.680111,1.562059,0
扩展网格_止损-3|止盈9|强势阈值0.5|强势参考d0|最多D2|转弱阈值1(可成交),93,0.440860,1.647152,0.007313,0.680111,1.562059,0
扩展网格_止损-3|止盈9|强势阈值0.5|强势参考d0|最多D2|转弱阈值0(可成交),93,0.440860,1.647152,0.007313,0.680111,1.562059,0
扩展网格_止损-4|止盈10|强势阈值0.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.408602,1.843458,0.007313,0.680110,1.473939,0
扩展网格_止损-4|止盈10|强势阈值0.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.408602,1.843458,0.007313,0.680110,1.473939,0
扩展网格_止损-5|止盈10|强势阈值0.5|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.516129,1.217473,0.007308,0.679629,1.538911,0
扩展网格_止损-3|止盈10|强势阈值1.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.419355,1.780782,0.007305,0.679330,1.490301,0
扩展网格_止损-4|止盈12|强势阈值2.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.462366,1.509156,0.007302,0.679096,1.494105,0
扩展网格_止损-4|止盈12|强势阈值2.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.462366,1.509156,0.007302,0.679096,1.494105,0
扩展网格_止损-3|止盈6|强势阈值0.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.430108,1.700838,0.007295,0.678401,1.553015,0
扩展网格_止损-3|止盈6|强势阈值0.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.430108,1.700838,0.007295,0.678401,1.553015,0
扩展网格_止损-3|止盈6|强势阈值0.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.430108,1.700838,0.007295,0.678401,1.553015,0
扩展网格_止损-3|止盈6|强势阈值0.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.430108,1.700838,0.007295,0.678401,1.553015,0
扩展网格_止损-3|止盈12|强势阈值0.5|强势参考prev_close|最多D5|转弱阈值-2(可成交),93,0.473118,1.442720,0.007293,0.678262,1.502225,0
扩展网格_止损-3|止盈6|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.483871,1.383043,0.007288,0.677756,1.556720,0
扩展网格_止损-3|止盈6|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.483871,1.383043,0.007288,0.677756,1.556720,0
扩展网格_止损-4|止盈9|强势阈值0.5|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.387097,2.015373,0.007286,0.677640,1.478811,0
扩展网格_止损-4|止盈8|强势阈值0.5|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.376344,2.100532,0.007283,0.677357,1.470511,0
扩展网格_止损-7|止盈8|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-2(可成交),93,0.526882,1.154230,0.007283,0.677328,1.509721,0
扩展网格_止损-3|止盈10|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.494624,1.325213,0.007283,0.677307,1.543187,0
扩展网格_止损-3|止盈7|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.483871,1.382069,0.007283,0.677300,1.552028,0
扩展网格_止损-3|止盈10|强势阈值2.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.462366,1.515826,0.007281,0.677143,1.532982,0
扩展网格_止损-3|止盈10|强势阈值2.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.462366,1.515826,0.007281,0.677143,1.532982,0
扩展网格_止损-4|止盈8|强势阈值0.5|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.451613,1.571984,0.007277,0.676731,1.550493,0
扩展网格_止损-4|止盈8|强势阈值0.5|强势参考d0|最多D2|转弱阈值0(可成交),93,0.451613,1.571984,0.007277,0.676731,1.550493,0
扩展网格_止损-4|止盈8|强势阈值0.5|强势参考d0|最多D2|转弱阈值1(可成交),93,0.451613,1.571984,0.007277,0.676731,1.550493,0
扩展网格_止损-4|止盈8|强势阈值0.5|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.451613,1.571984,0.007277,0.676731,1.550493,0
扩展网格_止损-4|止盈7|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.494624,1.315868,0.007274,0.676453,1.537751,0
扩展网格_止损-6|止盈10|强势阈值0.5|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.408602,1.855016,0.007273,0.676359,1.475206,0
扩展网格_止损-3|止盈10|强势阈值1.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.440860,1.644727,0.007266,0.675758,1.544459,0
扩展网格_止损-3|止盈10|强势阈值1.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.440860,1.644727,0.007266,0.675758,1.544459,0
扩展网格_止损-3|止盈10|强势阈值1.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.440860,1.644727,0.007266,0.675758,1.544459,0
扩展网格_止损-3|止盈10|强势阈值1.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.440860,1.644727,0.007266,0.675758,1.544459,0
扩展网格_止损-4|止盈9|强势阈值0.5|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.451613,1.571366,0.007264,0.675561,1.548798,0
扩展网格_止损-4|止盈9|强势阈值0.5|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.451613,1.571366,0.007264,0.675561,1.548798,0
扩展网格_止损-4|止盈9|强势阈值0.5|强势参考d0|最多D2|转弱阈值0(可成交),93,0.451613,1.571366,0.007264,0.675561,1.548798,0
扩展网格_止损-4|止盈9|强势阈值0.5|强势参考d0|最多D2|转弱阈值1(可成交),93,0.451613,1.571366,0.007264,0.675561,1.548798,0
扩展网格_止损-7|止盈10|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.537634,1.112044,0.007262,0.675366,1.507296,0
扩展网格_止损-5|止盈10|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.526882,1.170298,0.007261,0.675250,1.540791,0
扩展网格_止损-5|止盈10|强势阈值0.5|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.526882,1.170298,0.007261,0.675250,1.540791,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.430108,1.698342,0.007256,0.674780,1.477649,0
扩展网格_止损-7|止盈10|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.537634,1.111758,0.007254,0.674601,1.506905,0
扩展网格_止损-5|止盈10|强势阈值0.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.397849,1.924767,0.007251,0.674342,1.468888,0
扩展网格_止损-4|止盈7|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.516129,1.214032,0.007249,0.674186,1.555688,0
扩展网格_止损-4|止盈7|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.516129,1.214032,0.007249,0.674186,1.555688,0
扩展网格_止损-4|止盈7|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.516129,1.214032,0.007249,0.674186,1.555688,0
扩展网格_止损-4|止盈7|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.516129,1.214032,0.007249,0.674186,1.555688,0
扩展网格_止损-6|止盈10|强势阈值0.0|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.397849,1.918054,0.007241,0.673426,1.459741,0
扩展网格_止损-5|止盈8|强势阈值0.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.365591,2.175792,0.007240,0.673364,1.451817,0
扩展网格_止损-6|止盈9|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.537634,1.123853,0.007239,0.673265,1.549817,0
扩展网格_止损-6|止盈9|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.537634,1.123853,0.007239,0.673265,1.549817,0
扩展网格_止损-6|止盈9|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.537634,1.125532,0.007238,0.673165,1.553006,0
扩展网格_止损-6|止盈9|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.537634,1.125532,0.007238,0.673165,1.553006,0
扩展网格_止损-4|止盈10|强势阈值2.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.473118,1.446412,0.007232,0.672593,1.519968,0
扩展网格_止损-4|止盈10|强势阈值2.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.473118,1.446412,0.007232,0.672593,1.519968,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.516129,1.215744,0.007227,0.672147,1.555999,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.516129,1.215744,0.007227,0.672147,1.555999,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.516129,1.215744,0.007227,0.672147,1.555999,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.516129,1.215744,0.007227,0.672147,1.555999,0
网格_止损-4|强势1|兑现10(可成交),93,0.451613,1.569065,0.007217,0.671208,1.531347,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.451613,1.569065,0.007217,0.671208,1.531347,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.451613,1.569065,0.007217,0.671208,1.531347,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.451613,1.569065,0.007217,0.671208,1.531347,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.451613,1.569065,0.007217,0.671208,1.531347,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.365591,2.200375,0.007212,0.670712,1.420941,0
扩展网格_止损-3|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.451613,1.575964,0.007210,0.670529,1.549792,0
扩展网格_止损-3|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.451613,1.575964,0.007210,0.670529,1.549792,0
扩展网格_止损-3|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.451613,1.575964,0.007210,0.670529,1.549792,0
扩展网格_止损-3|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.451613,1.575964,0.007210,0.670529,1.549792,0
扩展网格_止损-4|止盈6|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-2(可成交),93,0.483871,1.370237,0.007205,0.670096,1.530333,0
扩展网格_止损-4|止盈6|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.483871,1.370237,0.007205,0.670096,1.530333,0
扩展网格_止损-5|止盈10|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.516129,1.213502,0.007204,0.669990,1.524536,0
扩展网格_止损-3|止盈8|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.483871,1.378340,0.007197,0.669292,1.538823,0
扩展网格_止损-3|止盈8|强势阈值2.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.440860,1.640910,0.007193,0.668934,1.529179,0
扩展网格_止损-4|止盈9|强势阈值0.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.387097,2.000356,0.007191,0.668792,1.462008,0
扩展网格_止损-3|止盈12|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-2(可成交),93,0.473118,1.438043,0.007189,0.668623,1.488193,0
扩展网格_止损-4|止盈12|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.494624,1.316296,0.007188,0.668463,1.484102,0
扩展网格_止损-3|止盈12|强势阈值1.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.376344,2.101875,0.007182,0.667886,1.420015,0
扩展网格_止损-4|止盈10|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.516129,1.211404,0.007180,0.667779,1.524656,0
扩展网格_止损-4|止盈10|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.516129,1.211404,0.007180,0.667779,1.524656,0
扩展网格_止损-3|止盈10|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.494624,1.326773,0.007177,0.667467,1.527394,0
扩展网格_止损-3|止盈10|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.494624,1.326423,0.007169,0.666702,1.526998,0
扩展网格_止损-4|止盈6|强势阈值0.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.387097,1.983805,0.007164,0.666254,1.457830,0
扩展网格_止损-6|止盈9|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.526882,1.166217,0.007162,0.666062,1.534843,0
扩展网格_止损-6|止盈9|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.526882,1.166217,0.007162,0.666062,1.534843,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.462366,1.503672,0.007161,0.665979,1.536635,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.462366,1.503672,0.007161,0.665979,1.536635,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.462366,1.503672,0.007161,0.665979,1.536635,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.462366,1.503672,0.007161,0.665979,1.536635,0
扩展网格_止损-4|止盈8|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.505376,1.257815,0.007159,0.665831,1.525235,0
扩展网格_止损-3|止盈9|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.494624,1.320003,0.007158,0.665680,1.536272,0
扩展网格_止损-3|止盈10|强势阈值0.0|强势参考d0|最多D5|转弱阈值0(可成交),93,0.387097,2.016013,0.007156,0.665520,1.466518,0
扩展网格_止损-4|止盈8|强势阈值2.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.451613,1.565442,0.007144,0.664384,1.516197,0
扩展网格_止损-5|止盈9|强势阈值0.5|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.526882,1.165609,0.007136,0.663624,1.533887,0
扩展网格_止损-5|止盈9|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.526882,1.165609,0.007136,0.663624,1.533887,0
扩展网格_止损-3|止盈9|强势阈值2.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.462366,1.508730,0.007135,0.663533,1.525400,0
扩展网格_止损-3|止盈9|强势阈值2.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.462366,1.508730,0.007135,0.663533,1.525400,0
扩展网格_止损-4|止盈12|强势阈值1.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.387097,2.001908,0.007133,0.663336,1.407959,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.494624,1.313968,0.007131,0.663178,1.522008,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.494624,1.313968,0.007131,0.663178,1.522008,0
扩展网格_止损-4|止盈12|强势阈值0.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.387097,1.999991,0.007127,0.662851,1.416492,0
扩展网格_止损-4|止盈12|强势阈值0.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.387097,1.999991,0.007127,0.662851,1.416492,0
扩展网格_止损-4|止盈9|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.516129,1.211866,0.007127,0.662779,1.531675,0
扩展网格_止损-4|止盈9|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.516129,1.211866,0.007127,0.662779,1.531675,0
扩展网格_止损-5|止盈10|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.526882,1.166867,0.007124,0.662491,1.524664,0
扩展网格_止损-5|止盈10|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.526882,1.166867,0.007124,0.662491,1.524664,0
扩展网格_止损-5|止盈8|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.505376,1.257312,0.007122,0.662326,1.514793,0
扩展网格_止损-3|止盈8|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.505376,1.273432,0.007113,0.661536,1.539593,0
扩展网格_止损-3|止盈8|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.505376,1.273432,0.007113,0.661536,1.539593,0
扩展网格_止损-3|止盈10|强势阈值0.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.376344,2.098244,0.007112,0.661383,1.453997,0
扩展网格_止损-3|止盈8|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.505376,1.268774,0.007110,0.661184,1.547507,0
扩展网格_止损-3|止盈8|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.505376,1.268774,0.007110,0.661184,1.547507,0
扩展网格_止损-3|止盈8|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.505376,1.268774,0.007110,0.661184,1.547507,0
扩展网格_止损-3|止盈8|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.505376,1.268774,0.007110,0.661184,1.547507,0
扩展网格_止损-4|止盈6|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.494624,1.312605,0.007098,0.660085,1.522776,0
扩展网格_止损-4|止盈6|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.494624,1.312605,0.007098,0.660085,1.522776,0
扩展网格_止损-3|止盈9|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.505376,1.268261,0.007097,0.660013,1.545815,0
扩展网格_止损-3|止盈9|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.505376,1.268261,0.007097,0.660013,1.545815,0
扩展网格_止损-3|止盈9|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.505376,1.268261,0.007097,0.660013,1.545815,0
扩展网格_止损-3|止盈9|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.505376,1.268261,0.007097,0.660013,1.545815,0
